Id,BRA,EST,PER,FOC,EXP,FRW.ANG,FRW.BBO,FRW.EMB,FRW.JQU,FRW.KNO,FRW.OTH,MOD,MOD.AMD,MOD.COM,MOD.OTH,PKG,PKG.BOW,PKG.NPM,PKG.VOL,PKG.JAM,PKG.OTH,AUT,AUT.GRN,AUT.GER,AUT.ANT,AUT.MAK,AUT.CAK,AUT.JAK,AUT.RAK,AUT.BAS,AUT.OTH,TST,TST.UNI,TST.INT,TST.PER,TST.OTH,TST.FER,TST.FER.QUN,TST.FER.KAR,TST.FER.JAS,TST.FER.SIN,TST.FER.MOC,TST.FER.OTH,VER,VER.GIT,VER.MER,VER.SVN,VER.RAT,VER.OTH,PCS,PCS.LES,PCS.SAS,PCS.STY,PCS.ROO,PCS.OTH,CSS,CSS.TBS,CSS.TCO,CSS.FOU,CSS.PUR,CSS.OTH,TMP,TMP.DUS,TMP.HAN,TMP.MUS,TMP.JAD,TMP.FRW,TMP.OTH,LNG,LNG.CHO,PRO.MHT,PRO.MCS,PRO.MJS,PRO.CCS,PRO.CJS,PRO.OIM,PRO.CDU,PRO.CDR,PRO.OTH,BRW.SUP,BRW.DES,MOB,EDT.SUB,EDT.WEB,EDT.NOT,EDT.VST,EDT.DRW,EDT.VIM,EDT.EMA,EDT.TXM,EDT.NET,EDT.ECL,EDT.BRA,EDT.OTH
635,S,SP,D,S,D,,,,1,,,N,,,,S,,1,,,,S,,,,,,,,,1,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,1,,1,,,N,,,,,,,N,,,1,1,1,,1,,,,2,B,2,1,,,,,,,,,,,
636,S,MG,B,,D,1,,,1,,,S,,,1,S,,1,,,1,S,,,1,,1,,1,1,,S,1,,,,N,,,,,,,S,1,,,,,S,,1,,,,S,1,,,,,S,,1,,,,1,S,A,,1,1,1,1,1,1,,,3,A,1,1,,,,,1,,,,,,
638,S,SP,A,S,D,,,1,1,,,S,1,,,S,1,1,,,,S,1,,,1,,,1,1,,S,1,1,,,S,1,,1,,1,,S,1,1,1,,,S,1,1,1,,,S,1,,1,1,,S,,1,1,1,,,N,,1,1,1,1,1,1,1,1,,1,A,2,1,1,,,,1,,,,,,
639,S,MG,B,,B,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,1,1,,1,,1,,,,3,A,2,1,,,1,1,,,,,,,
640,S,RJ,B,,D,,,,1,,1,N,,,,N,,,,,,S,1,,1,,,,,,,N,,,,,,,,,,,,S,1,,1,,1,S,1,1,,,,S,1,,1,,,S,,1,1,,,,N,,1,1,1,1,1,1,,,,1,A,2,1,,1,1,,,,,,,,
641,S,RS,B,,D,,,,,,1,S,,,1,S,,1,,,,S,1,,,,,,,,,S,1,1,,,S,1,,,,,,S,1,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,1,,2,B,2,1,,,,,,,,,,,
647,S,CE,D,N,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,,,,2,A,2,,,1,,,,,,,,,
648,S,SP,A,N,A,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,,,1,,1,,,,3,A,0,,,1,,,,,,,,,
651,S,RJ,A,N,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,,,,3,A,2,,,,,,,,,1,,,
655,S,PE,B,,C,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,S,1,,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,,,,2,A,1,1,,,,,,,,,,,
657,S,PR,B,,C,,,,1,,,U,,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,,1,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,A,1,1,,,,,,,,,,,
659,S,SP,B,,C,,1,,1,,,S,,1,,S,1,1,,,,S,1,,,,,,,,,S,1,,1,,S,,,,,1,,S,1,,,,,S,,1,,,,S,1,,,1,,S,,,,1,,,N,,1,1,1,1,1,1,,,,2,A,2,1,,,,,,,,,,,
660,S,RS,E,S,D,,,,1,1,,N,,,,N,,,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,,1,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,2,A,3,1,,,,,,,,,,,
663,S,CE,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,N,,,,,,S,1,,,1,,N,,,,,,,N,,,,,1,,1,,,,2,A,0,1,,,,,,,,,,,
665,S,RJ,A,S,B,,,,1,,,N,,,,S,,,,,1,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,N,,,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,A,0,1,,,,,,,,,1,,
666,S,RS,B,,D,,1,,1,,,N,,,,S,1,,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,S,1,,,1,,S,,,,,1,,N,,,1,1,1,1,1,,,,1,A,2,1,,,,,1,,,,,,
668,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,S,1,,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,A,2,1,,,,,,,,,,,
669,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,1,,,,S,1,,,,,,S,1,,1,,,N,,,,,,N,,,,,,N,,,,,,,N,,,,,1,,1,,,,3,A,2,1,,,,,,,,,,,
696,S,PA,B,,D,,,,1,,,S,,1,,S,1,,1,,,S,1,,,,,,,,,S,,1,1,,S,,1,,1,,,S,1,,,,,S,1,,,,,S,,,,1,,S,,1,1,,,,S,A,1,1,1,1,1,1,1,,,2,A,2,1,,,,1,,,,,,,
702,S,SP,B,,C,1,1,,1,,,S,1,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,S,1,,1,,1,S,,,,,,,N,,,1,1,1,1,1,1,,,3,A,3,1,,,,,,,,1,,,
704,S,PR,B,,B,1,,,,,,U,,,,S,,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,1,,,3,A,1,1,,,,,,,,,,,
708,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,1,,,,N,,,,,,,S,,,1,,,S,1,,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,2,B,2,1,,1,1,1,,,,,,,
709,S,RJ,B,,A,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,,,1,,1,,,,3,B,0,1,,,,,,,,,,,
713,S,MG,B,,D,1,,,1,,,N,,,,S,1,1,,,,S,1,,,,,,,,,S,,1,,,S,,1,,,,,S,,,1,,,S,1,,,,,S,1,,,,,N,,,,,,,N,,,1,,1,,1,,,,1,A,1,1,,,,,,,,,,,
718,S,SP,D,N,D,1,,,1,,,N,,,,S,,,,1,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,,,,,,N,,,,,,,N,,1,1,1,1,1,1,1,,,2,A,2,1,,,,,,,,,,,
724,S,RS,A,N,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,,,,,1,N,,,,,,,N,,,1,1,1,,1,,,,1,A,1,,,,1,1,,,,,,,
728,S,RJ,B,,D,1,,,1,,,N,,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,1,1,1,,,2,B,3,1,,,,,,,,,,,
730,S,DF,B,,D,,,,1,,,S,,,,N,,,,,,S,1,,,,,,1,1,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,N,,,,,,N,,,,,,,S,A,1,1,1,1,1,1,1,1,,3,A,3,1,,,,,,,,,,,
735,S,RJ,B,,C,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,,,,,,0,A,1,1,,,,,,,,,,,
736,S,RS,A,N,C,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,,,,,,2,A,2,,,,,,,,,1,,,
737,S,SE,B,,B,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,,,,,1,N,,,,,,,N,,,1,1,1,1,,,,,1,A,1,1,,,,,,,,,,,1
741,S,GO,F,S,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,1,1,1,,,1,,,2,A,1,,,1,,,,,,,,,
742,S,SP,E,S,C,,,,1,,,S,,,,N,,,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,S,1,,,,,N,,,,,,,N,,,1,1,1,,1,,,,2,A,3,1,,,,,,,,,,,
745,S,BA,A,S,C,,1,,1,1,1,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,S,1,,1,,,S,,1,,,,,S,A,,,,1,1,1,,,,3,A,2,1,,,,,,,,,,,
746,S,SE,A,S,D,,,,1,,,N,,,,N,,,,,,S,1,,,,,,,,,N,,,,,,,,,,,,N,,,,,,S,,1,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,2,A,1,1,,,,,,,,,,,1
750,N,,A,N,D,,1,,1,,,N,,,,S,,,,,1,S,1,,,,,,,,,S,1,,,,S,1,,,,,,S,1,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,3,B,2,1,,1,,,,,,,,,
752,S,RJ,B,,C,,1,,1,,,S,1,1,,N,,,,,,S,,,,,,,1,,,S,1,1,1,,S,1,,1,1,1,,S,1,,,,,S,,1,,,,S,1,,,,,S,,1,,,,,S,A,1,1,1,1,1,1,1,1,,2,A,2,1,,,,,1,,,,,,
753,S,MG,B,,D,1,,,1,,,S,,1,,S,1,1,,,,S,1,,,,,,,1,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,N,,,,,,S,,1,,1,,,N,,1,1,1,1,1,1,1,,,3,A,3,1,,,,,1,,,,,,
754,S,GO,B,,C,,1,,1,,,N,,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,S,1,,,,,S,,,,,1,,N,,1,1,1,1,1,1,,,,2,A,0,1,,,,,,,,,,,
758,S,PR,D,S,D,,,,1,,,N,,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,1,A,3,1,,,,,,,,,,,
761,S,RJ,B,,C,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,,,1,N,,,,,,S,,,,,1,N,,,,,,,N,,,,,1,,1,,,,2,A,1,,,,1,,,,,,,,
762,S,GO,B,,C,1,,,,,1,S,1,1,,N,,,,,,S,1,,,,,,,,,S,1,,,,S,1,,1,,,1,S,1,,,,,S,,1,,,,N,,,,,,N,,,,,,,N,,,1,1,1,,1,,,,3,A,2,1,,,,,,,,,,,
764,S,SP,B,,C,1,,,1,,,S,1,,,S,,1,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,S,1,,,,,N,,,,,,,N,,,1,1,1,1,1,1,,,2,A,2,1,,,,,,,,,,,
766,S,RJ,B,,D,1,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,1,,,,S,1,,,,,S,,,,,1,,N,,,,,1,1,1,,,,3,A,2,1,,,1,,,,,,,,
768,S,RS,B,,D,,1,,1,,,N,,,,S,,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,1,1,1,,,S,,,1,,,N,,,,,,,N,,1,1,1,1,1,1,1,,,2,A,1,1,,,,,,,,,,,
769,S,PR,E,S,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,S,1,,,,,S,1,,,,,N,,,,,,,N,,,1,,1,,1,,,,2,A,2,1,,,,,,,,,,,
772,S,SP,E,S,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,1,,,,S,1,,,,,N,,,,,,,N,,,,,1,,1,,,,2,A,1,1,,,,,,,,,,,
777,S,SP,A,N,A,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,S,1,,,,,N,,,,,,,N,,,,1,1,,1,,,,2,A,0,1,,,,,,,,,,,
781,S,PE,B,,D,,,,1,,1,S,1,,,S,1,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,1,1,1,,1,,,,2,F,2,1,,,,,,,,,,,
783,S,PE,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,N,,,,,,N,,,,,,N,,,,,,,N,,,,,1,1,1,,,,2,B,1,1,,1,,1,,,1,,,,
787,S,PE,B,,D,,,,1,,1,S,1,,,S,1,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,,,1,N,,,,,,,N,,,1,1,1,,1,,,,2,F,2,1,,,,,,,,,,,
788,S,CE,A,N,B,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,N,,,,,,S,1,,1,,,N,,,,,,,N,,,,,1,,1,,,,3,B,1,1,,,,,,,,,1,,
803,S,SP,A,N,D,,,,1,,,U,,,,S,,1,,,,S,1,,1,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,1,1,,,,S,1,,,,,S,,,,,1,,N,,1,1,1,1,1,1,1,1,,2,A,2,1,,1,,,,,,1,,,
806,S,RS,A,S,C,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,1,1,1,,1,,,,2,A,2,1,,1,,,,,,,1,,
811,S,SC,B,,C,,,,1,,,S,,1,,S,,1,,,,S,1,,1,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,S,1,,,,,S,,,1,,,,N,,,1,1,1,1,1,,1,,2,A,1,1,,,,,,,,,1,,
812,S,GO,B,,C,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,1,1,,,,1,A,0,1,,,,,,,,,,,
813,S,RS,B,,D,,,,1,,,N,,,,S,1,1,,,,S,1,,,,,,,,1,N,,,,,,,,,,,,S,1,,,,,S,1,1,,,,S,1,,,1,,N,,,,,,,N,,1,1,1,1,1,1,1,,,2,A,2,1,,,,,,,,,,,
815,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,1,,,,,S,1,,,,,N,,,,,,,N,,,,1,1,1,1,,,,2,A,2,1,,,,,,,,,,,
819,S,SP,E,S,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,,,1,N,,,,,,N,,,,,,N,,,,,,,N,,1,1,,1,,1,,,,1,A,2,1,,,,,,,,,,,
822,S,SP,B,,D,,,,1,,1,N,,,,S,,,,,1,S,1,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,S,1,,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,1,B,2,1,,1,1,,,,,,,,
824,S,PE,A,S,C,,,,1,,,N,,,,S,,,,,,S,,,,,,,,,,S,1,,1,,N,,,,,,,N,,,,,,S,,1,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,1,1,,2,A,2,1,,,,,,,,,,,
825,S,SP,B,,D,,,,1,,,S,,1,,N,,,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,N,,,,,,N,,,,,,,N,,,,,1,,1,,,,1,B,2,1,,,1,,,,,,,,
827,S,SP,B,,D,,,,1,,,U,,,,N,,,,,,S,,,,,1,,,1,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,,,1,,,N,,,,,,,N,,,1,1,1,1,1,,,,2,A,3,1,,,,,,,,,,,
829,S,SP,B,,C,1,,,1,,,S,1,,,N,,,,,,N,,,,,,,,,,S,,,1,,S,,,,,1,,S,1,,,,,S,,1,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,,1,,,,2,A,3,1,,,,,,,,,,,
831,S,RS,B,,D,1,,,1,,,S,1,,,N,,,,,,S,1,,,,,,,,,S,1,,,,S,1,,,,,,S,1,,,,,S,1,,,,,S,1,,,,,S,,,,,1,,N,,1,1,1,1,1,,,,,3,B,2,1,,,,,,,,,,,
841,S,MG,B,,D,,,,1,,,U,,,,N,,,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,,1,,2,B,4,1,,,,,,,,,,,
844,S,RO,A,N,B,1,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,1,,,,N,,,,,,S,1,,1,1,,N,,,,,,,N,,1,1,1,1,,1,1,,,3,A,2,1,,,,1,,,,,,,
845,S,SP,E,N,A,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,,,1,,,1,,,1,A,1,1,,,,,,,,,,,
846,S,SP,B,,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,N,,,,,,S,1,,1,,,N,,,,,,,N,,1,1,1,1,,1,,,,2,B,2,1,1,1,,,,,,,,,
847,S,RS,B,,D,,,,1,,,S,1,,,S,1,,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,1,,,S,1,1,,,,S,1,,,1,,S,,1,,1,,,N,,1,1,1,1,1,1,1,,,2,A,2,1,,,,,,,,,,,
848,S,SP,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,1,1,1,,,1,B,2,1,,,,,,,,,,,
851,S,RJ,B,,D,1,,,1,,,S,,1,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,,1,,,,1,A,2,,,,1,1,,,,,,,
852,S,RS,B,,C,,,,1,1,,U,,,,S,,1,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,,,1,S,1,,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,,1,,,,1,A,2,1,,1,,,,,,,,,
857,S,RJ,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,1,,,,N,,,,,,,N,,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,,1,,1,,1,,,,2,A,1,,,,,,,,,,,1,
860,S,RS,B,,C,,,,1,,,S,1,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,N,,,,,,S,1,1,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,1,A,2,1,,,,,,,,,,,
861,S,SP,B,,C,,1,,1,,,S,1,,,S,,1,,,1,S,1,,1,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,,,,S,,,,,,1,N,,,1,1,1,1,,,1,,2,A,4,,1,1,,,,,,1,,,
865,S,RJ,D,S,B,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,,,1,S,1,1,,,,S,1,,,,,N,,,,,,,N,,,1,1,1,,,,,,1,B,2,,,,1,,,,,,,,1
868,S,SP,F,N,D,,,,1,,,U,,,,N,,,,,,S,1,,,,,,,,,S,1,1,,,N,,,,,,,S,1,,1,,,S,1,1,,,,S,1,,1,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,A,2,1,,,,,1,,,,,,
872,S,RS,B,,D,,,,1,,,S,,1,,S,,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,S,1,,,1,,N,,,,,,,N,,1,1,1,1,1,1,,1,,2,A,2,1,,,,,,,,,,,
874,S,RJ,B,,B,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,1,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,1,1,1,,1,,,,2,A,2,,1,1,,,,,,,,,
877,S,RJ,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,,,,N,,,,,,,N,,,1,1,1,,1,,,,2,A,2,1,,,,,,,,,,,
879,S,SP,B,,C,1,1,,1,,,S,1,,,S,1,1,,,,S,1,,,,,,,,,S,1,1,,,S,1,1,1,1,1,,S,1,,,,,S,,1,,,,S,1,,1,,,S,1,,,1,,,N,,1,1,1,1,,1,1,,,3,A,3,1,,,,,,,,,,,
881,S,PE,B,,D,,,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,,,1,,N,,,,,,,S,1,,1,,,S,1,1,,,,N,,,,,,N,,,,,,,N,,,1,1,1,,1,,,,1,A,2,1,,,,,,,,,,,
884,S,RJ,A,S,D,,1,,1,1,1,N,,,,N,,,,,,N,,,,,,,,,,S,1,1,,,S,1,,1,,,,S,1,1,,,,S,1,,,,,S,1,,,,,S,,,,1,,,N,,,1,1,1,,,,,,3,A,3,1,,1,,,1,,1,,,,
885,S,RJ,B,,D,,1,,1,,,N,,,,N,,,,,,N,,,,,,,,,,S,1,,1,,S,1,,1,,,,S,1,,,,,S,,1,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,1,,,,2,A,1,1,,,,,,,,,,,
888,S,SP,E,S,C,,,,1,,1,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,,1,,,,N,,,,,,N,,,,,,,N,,1,1,1,1,,1,1,,,2,A,2,1,,,,,,,,,,,
893,S,SC,B,,D,1,,,1,,1,S,,,1,S,1,1,,,,S,1,,,,,,1,,,S,1,1,,,S,,1,1,,,,S,1,,1,,,S,,1,,,,S,1,,,,,S,,,,,1,1,S,A,1,1,1,1,1,,,1,,3,A,2,1,,,,,,,,,,,1
896,S,SP,B,,B,1,,,1,,,N,,,,S,,1,,,,N,,,,,,,,,,S,,,1,,S,,,,,1,,S,1,,,,,S,1,1,,,,N,,,,,,N,,,,,,,S,A,1,,1,1,1,1,,,,2,B,1,1,,1,,,,,,,,,
898,S,SP,B,,D,,1,,1,,,S,,1,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,S,1,,,,,S,1,,,,,S,,,1,,,,N,,1,1,1,1,1,,,1,,2,A,2,1,,,,,,,,,,,
899,S,RS,B,,D,,,,1,,,U,,,,N,,,,,,N,,,,,,,,,,N,,,,,,,,,,,,S,,,,,1,S,1,,,,,S,1,,,,,N,,,,,,,N,,1,1,1,1,1,1,,,,2,B,1,,,,1,,,,,,,,
905,S,RJ,B,,D,,,,1,,1,S,1,,,S,1,,,,,S,1,,1,,,,,,,S,1,,,,S,,,,,,1,S,1,,,,,S,,1,,,,N,,,,,,N,,,,,,,N,,,1,1,1,1,,,,,2,A,2,1,,,,,,,,,,,
915,S,PE,B,,C,,,,1,,,S,,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,N,,,,,,N,,,,,,,N,,1,1,1,,,1,,,,2,B,1,1,,,,,,,,,,,
928,S,RS,B,,C,,,,1,,,S,1,,,S,1,1,,,,S,1,,,,,,,,,N,,,,,,,,,,,,S,1,,,,,N,,,,,,S,1,,,,,S,,,,1,,,N,,,1,1,1,1,1,,,,3,A,3,1,,,,,,,,,,,
